IdExpediente,Turno,Hora,Causa_de_Accidente,Tipo_VehImplicado,Sexo,TipoPersona,Edad,SeriedadAcc,CoordenadaUTM_Y,CoordenadaUTM_X
2011S000321,Tarde,21,No es causa del peatón,Motocicleta,Home,Conductor,33,Herida leve,4582424.87,430448.19
2011S000324,Tarde,20,No es causa del peatón,Ciclomotor,Home,Conductor,19,Herida leve,4586818.15,432911.03
2011S000004,Tarde,14,Cruzar fuera de paso peatonal,Motocicleta,Home,Conductor,26,Herida leve,4582153.19,430770.60
2011S000011,Matutino,6,No es causa del peatón,Turismo,Home,Passatger,22,Herida leve,4588967.90,432787.54
2011S000013,Noche,4,No es causa del peatón,Taxi,Home,Conductor,29,Herida leve,4582217.31,429990.57
2011S000015,Tarde,14,No es causa del peatón,Ciclomotor,Dona,Conductor,47,Herida leve,4579071.94,428225.95
2011S000033,Matutino,13,No es causa del peatón,Ciclomotor,Dona,Conductor,32,Herida leve,4584416.50,430916.18
2011S000081,Tarde,20,No es causa del peatón,Ciclomotor,Dona,Conductor,27,Herida leve,4582739.77,428214.10
2011S000100,Matutino,12,No es causa del peatón,Autobús,Dona,Passatger,52,Herida leve,4587042.85,432258.14
2011S000102,Tarde,14,No es causa del peatón,Motocicleta,Home,Conductor,48,Herida leve,4583745.76,428831.97
2011S000140,Noche,5,No es causa del peatón,Motocicleta,Home,Conductor,32,Herida leve,4583816.58,431230.25
2011S000141,Matutino,6,No es causa del peatón,Motocicleta,Home,Conductor,27,Herida leve,4583218.66,431303.54
2011S000149,Matutino,11,No es causa del peatón,Autobús,Home,Passatger,69,Herida leve,4581876.40,427283.00
2011S000153,Matutino,10,No es causa del peatón,Furgoneta,Dona,Passatger,31,Herida leve,4584279.85,434109.37
2011S000157,Tarde,15,No es causa del peatón,Motocicleta,Home,Conductor,60,Herida leve,4587118.69,433649.62
2011S000178,Tarde,14,No es causa del peatón,Motocicleta,Home,Conductor,25,Herida leve,4584886.86,432198.76
2011S000178,Tarde,14,No es causa del peatón,Bicicleta,Home,Conductor,63,Herida leve,4584886.86,432198.76
2011S000196,Matutino,10,No es causa del peatón,Turismo,Dona,Conductor,52,Herida leve,4588734.76,431423.83
2011S000201,Matutino,11,No es causa del peatón,Motocicleta,Home,Conductor,30,Herida leve,4584233.92,430384.02
2011S000203,Matutino,12,No es causa del peatón,Ciclomotor,Dona,Conductor,31,Herida leve,4584734.61,431245.65
2011S000221,Matutino,7,No es causa del peatón,Turismo,Dona,Vianant,20,Herida leve,4581602.40,429810.42
2011S000227,Matutino,10,No es causa del peatón,Turismo,Home,Conductor,65,Herida leve,4576068.03,427174.11
2011S000228,Matutino,11,Cruzar fuera de paso peatonal,Taxi,Home,Vianant,46,Herida leve,4583034.48,430137.13
2011S000264,Tarde,17,No es causa del peatón,Motocicleta,Home,Conductor,38,Herida leve,4582941.60,427386.13
2011S000272,Noche,1,No es causa del peatón,Turismo,Dona,Passatger,20,Herida leve,4586356.43,427931.14
2011S000290,Matutino,13,No es causa del peatón,Turismo,Home,Conductor,55,Herida leve,4581579.37,428961.02
2011S001354,Tarde,14,No es causa del peatón,Motocicleta,Dona,Passatger,19,Herida leve,4584263.02,432701.88
2011S001367,Tarde,20,No es causa del peatón,Ciclomotor,Home,Conductor,16,Herida leve,4582344.58,430335.90
2011S001377,Tarde,20,No es causa del peatón,Furgoneta,Home,Vianant,74,Herida leve,4584578.23,430926.47
2011S001381,Matutino,9,No es causa del peatón,Motocicleta,Home,Conductor,70,Herida leve,4583224.50,430157.03
2011S001384,Matutino,9,No es causa del peatón,Turismo,Dona,Conductor,31,Herida leve,4582576.51,429616.72
2011S001384,Matutino,9,No es causa del peatón,Motocicleta,Home,Conductor,33,Herida leve,4582576.51,429616.72
2011S001384,Matutino,9,No es causa del peatón,Motocicleta,Home,Conductor,57,Herida leve,4582576.51,429616.72
2011S002422,Tarde,14,No es causa del peatón,Motocicleta,Home,Conductor,23,Herida leve,4584663.93,429212.21
2011S000372,Tarde,16,No es causa del peatón,Motocicleta,Home,Conductor,30,Herida leve,4582584.62,432464.77
2011S000374,Tarde,17,No es causa del peatón,Ciclomotor,Home,Conductor,20,Herida leve,4583159.99,428868.69
2011S000386,Matutino,7,No es causa del peatón,Motocicleta,Home,Conductor,43,Herida leve,4587278.57,433725.62
2011S000397,Tarde,14,No es causa del peatón,Motocicleta,Home,Conductor,64,Herida leve,4582787.30,430276.67
2011S000357,Matutino,10,No es causa del peatón,Motocicleta,Home,Conductor,39,Herida leve,4582655.97,429537.84
